examine,id,metadata.examine,metadata.highalch,metadata.icon,metadata.id,metadata.limit,metadata.lowalch,metadata.members,metadata.name,metadata.value,name,price,price.high,price.highTime,price.low,price.lowTime,roi
Iron plateskirt with trim.,12229,Iron plateskirt with trim.,168,Iron plateskirt (t).png,12229,4,112,False,Iron plateskirt (t),280,Iron plateskirt (t),,1136,1760547650,850,1760561491,0.33647058823529413
"A vicious, curved sword.",1323,"A vicious, curved sword.",67,Iron scimitar.png,1323,125,44,False,Iron scimitar,112,Iron scimitar,,117,1760562929,5,1760559589,22.4
"A set containing a full helm, platebody, legs and kiteshield.",12972,"A set containing a full helm, platebody, legs and kiteshield.",540,Iron set (lg).png,12972,8,360,False,Iron set (lg),900,Iron set (lg),,1350,1760562749,1312,1760555617,0.028963414634146343
"A set containing a full helm, platebody, skirt and kiteshield.",12974,"A set containing a full helm, platebody, skirt and kiteshield.",540,Iron set (sk).png,12974,8,360,False,Iron set (sk),900,Iron set (sk),,634,1760559458,950,1760416142,-0.33263157894736844
An iron tipped spear.,1239,An iron tipped spear.,54,Iron spear.png,1239,125,36,True,Iron spear,91,Iron spear,,516,1760562938,516,1760562876,0.0
A poisoned iron tipped spear.,1253,A poisoned iron tipped spear.,54,Iron spear(p).png,1253,125,36,True,Iron spear(p),91,Iron spear(p),,1,1760467061,1411,1757797998,-0.9992912827781715
A poisoned iron tipped spear.,5706,A poisoned iron tipped spear.,54,Iron spear(p+).png,5706,125,36,True,Iron spear(p+),91,Iron spear(p+),,1,1748993758,10000,1757166083,-0.9999
A poisoned iron tipped spear.,5720,A poisoned iron tipped spear.,54,Iron spear(p++).png,5720,125,36,True,Iron spear(p++),91,Iron spear(p++),,5952,1760557457,5897,1758931049,0.009326776326945905
An iron spit.,7225,An iron spit.,38,Iron spit.png,7225,11000,25,True,Iron spit,64,Iron spit,,167,1760563313,6,1760561330,26.833333333333332
A medium square shield.,1175,A medium square shield.,100,Iron sq shield.png,1175,125,67,False,Iron sq shield,168,Iron sq shield,,35,1760552253,36,1760501249,-0.027777777777777776
A razor sharp sword.,1279,A razor sharp sword.,54,Iron sword.png,1279,125,36,False,Iron sword,91,Iron sword,,150,1760562920,120,1760562235,0.25
A finely balanced throwing axe.,801,A finely balanced throwing axe.,4,Iron thrownaxe.png,801,7000,2,True,Iron thrownaxe,7,Iron thrownaxe,,100,1760342214,37,1760202998,1.7027027027027026
"A set containing a full helm, platebody, legs and kiteshield.",12976,"A set containing a full helm, platebody, legs and kiteshield.",540,Iron trimmed set (lg).png,12976,8,360,False,Iron trimmed set (lg),900,Iron trimmed set (lg),,150000,1760559636,95000,1760561591,0.5789473684210527
"A set containing a full helm, platebody, skirt and kiteshield.",12978,"A set containing a full helm, platebody, skirt and kiteshield.",540,Iron trimmed set (sk).png,12978,8,360,False,Iron trimmed set (sk),900,Iron trimmed set (sk),,100000,1760555244,111000,1760507414,-0.0990990990990991
I don't think it's intended for joinery.,1335,I don't think it's intended for joinery.,103,Iron warhammer.png,1335,125,69,False,Iron warhammer,173,Iron warhammer,,18,1760561772,6,1760559344,2.0
Gets knots and kinks out of your hair.,9026,Gets knots and kinks out of your hair.,6,Ivory comb.png,9026,13000,4,True,Ivory comb,10,Ivory comb,,1174,1760561861,183,1760509006,5.415300546448087
A crisp and citrusy Aldarin White that's popular for all occasions.,29952,A crisp and citrusy Aldarin White that's popular for all occasions.,60,Ixcoztic white.png,29952,,40,True,Ixcoztic white,100,Ixcoztic white,,5000,1760315510,225,1760306227,21.22222222222222
A semi precious stone.,1611,A semi precious stone.,90,Jade.png,1611,13000,60,True,Jade,150,Jade,,243,1760563486,238,1760563427,0.02100840336134454
I wonder if I can get this enchanted.,21111,I wonder if I can get this enchanted.,630,Jade amulet.png,21111,10000,420,True,Jade amulet,1050,Jade amulet,,950,1760562349,884,1760563467,0.0746606334841629
It needs a string so I can wear it.,21102,It needs a string so I can wear it.,630,Jade amulet (u).png,21102,10000,420,True,Jade amulet (u),1050,Jade amulet (u),,768,1760562834,718,1760561590,0.06963788300835655
Jade bolt tips.,9187,Jade bolt tips.,6,Jade bolt tips 5.png,9187,11000,4,True,Jade bolt tips,10,Jade bolt tips,,9,1760562907,9,1760561911,0.0
I wonder if this is valuable.,21120,I wonder if this is valuable.,780,Jade bracelet.png,21120,10000,520,True,Jade bracelet,1300,Jade bracelet,,615,1760519767,689,1760562699,-0.10740203193033382
"Dragon crossbow bolts, tipped with jade.",21957,"Dragon crossbow bolts, tipped with jade.",360,Jade dragon bolts 5.png,21957,11000,240,True,Jade dragon bolts,600,Jade dragon bolts,,3999,1760538366,2873,1760485912,0.39192481726418377
"Enchanted Dragon crossbow bolts, tipped with jade.",21934,"Enchanted Dragon crossbow bolts, tipped with jade.",378,Jade dragon bolts (e) 5.png,21934,11000,252,True,Jade dragon bolts (e),630,Jade dragon bolts (e),,1500,1760554282,1404,1760561444,0.06837606837606838
A jungle specific slashing device.,6315,A jungle specific slashing device.,600,Jade machete.png,6315,15,400,True,Jade machete,1000,Jade machete,,10000,1760560352,5000,1760483327,1.0
I wonder if this is valuable.,21093,I wonder if this is valuable.,765,Jade necklace.png,21093,10000,510,True,Jade necklace,1275,Jade necklace,,750,1760559193,600,1760546147,0.25
A valuable ring.,21084,A valuable ring.,765,Jade ring.png,21084,10000,510,True,Jade ring,1275,Jade ring,,697,1760491556,790,1760562991,-0.11772151898734177
This would make nice clothing.,29218,This would make nice clothing.,48,Jaguar fur.png,29218,,32,True,Jaguar fur,80,Jaguar fur,,1000,1760525622,1000,1760545074,0.0
They don't look very ripe.,247,They don't look very ripe.,1,Jangerberries.png,247,13000,1,True,Jangerberries,1,Jangerberries,,250,1760563138,242,1760562667,0.03305785123966942
A jangerberry bush seed - plant in a bush patch.,5104,A jangerberry bush seed - plant in a bush patch.,36,Jangerberry seed 5.png,5104,200,24,True,Jangerberry seed,60,Jangerberry seed,,15,1760560781,14,1760563210,0.07142857142857142
Looks unstable.,23064,Looks unstable.,1,Jar of chemicals.png,23064,4,1,True,Jar of chemicals,1,Jar of chemicals,,67640,1760562554,50000,1760562774,0.3528
It smells like it's been where the sun doesn't shine.,19701,It smells like it's been where the sun doesn't shine.,1,Jar of darkness.png,19701,4,1,True,Jar of darkness,1,Jar of darkness,,262604,1760552944,203200,1760549391,0.2923425196850394
Very healthy.,22106,Very healthy.,1,Jar of decay.png,22106,4,1,True,Jar of decay,1,Jar of decay,,30389,1760560243,30111,1760560102,0.00923250639301252
It's just a jar of dirt.,12007,It's just a jar of dirt.,1,Jar of dirt.png,12007,4,1,True,Jar of dirt,1,Jar of dirt,,29426,1760557051,25410,1760558525,0.15804801259346715
"With this jar, your dreams can come true!",24495,"With this jar, your dreams can come true!",1,Jar of dreams.png,24495,4,1,True,Jar of dreams,1,Jar of dreams,,998000,1760544425,750000,1760562412,0.33066666666666666
Stop staring!,23525,Stop staring!,1,Jar of eyes.png,23525,4,1,True,Jar of eyes,1,Jar of eyes,,64740,1760501646,64740,1760562440,0.0
It smells abysmal.,13277,It smells abysmal.,1,Jar of miasma.png,13277,4,1,True,Jar of miasma,1,Jar of miasma,,61507,1760525784,32001,1760562464,0.9220336864472986
It's just a jar of sand.,12885,It's just a jar of sand.,1,Jar of sand.png,12885,5,1,True,Jar of sand,1,Jar of sand,,691772,1760545518,894013,1760532239,-0.22621706843189082
Don't breath in.,25524,Don't breath in.,1,Jar of smoke.png,25524,4,1,True,Jar of smoke,1,Jar of smoke,,72306,1760500896,102739,1760562622,-0.29621662659749465
This may be of use for a certain person.,13245,This may be of use for a certain person.,1,Jar of souls.png,13245,4,1,True,Jar of souls,1,Jar of souls,,139940,1760550335,90000,1760563427,0.5548888888888889
How does someone jar this?,25521,How does someone jar this?,1,Jar of spirits.png,25521,4,1,True,Jar of spirits,1,Jar of spirits,,300000,1760492744,100000,1760562419,2.0
Stones aren't very useful in this capacity.,21745,Stones aren't very useful in this capacity.,1,Jar of stone.png,21745,4,1,True,Jar of stone,1,Jar of stone,,1532886,1760562673,1411117,1760558239,0.08629263200712627
This is my Swamp!,12936,This is my Swamp!,1,Jar of swamp.png,12936,4,1,True,Jar of swamp,1,Jar of swamp,,48000,1760551793,47676,1760542267,0.006795872136924239
"It's not very strong, but it could be pointy if you put a pointy tip on it.",19584,"It's not very strong, but it could be pointy if you put a pointy tip on it.",1,Javelin shaft 5.png,19584,7000,1,True,Javelin shaft,1,Javelin shaft,,1,1760563416,1,1760563471,0.0
The long tail of an embertailed jerboa.,29166,The long tail of an embertailed jerboa.,1,Jerboa tail.png,29166,18000,1,True,Jerboa tail,1,Jerboa tail,,61,1760563289,60,1760563042,0.016666666666666666
A jester cape.,23297,A jester cape.,600,Jester cape.png,23297,4,400,False,Jester cape,1000,Jester cape,,26747,1760562799,22471,1760560645,0.1902897067331227
Fairly big bones which smell distinctly of Jogre.,3125,Fairly big bones which smell distinctly of Jogre.,1,Jogre bones.png,3125,3000,1,True,Jogre bones,1,Jogre bones,,705,1760563287,705,1760546427,0.0
This jug is empty.,1935,This jug is empty.,1,Jug.png,1935,13000,1,False,Jug,1,Jug,,3,1760563432,3,1760563449,0.0
It's full of water.,1937,It's full of water.,1,Jug of water.png,1937,13000,1,False,Jug of water,1,Jug of water,,33,1760563407,32,1760563335,0.03125
It's full of wine.,1993,It's full of wine.,1,Jug of wine.png,1993,6000,1,False,Jug of wine,1,Jug of wine,,4,1760563451,3,1760563337,0.3333333333333333
These should make me harder to spot in jungle areas.,10059,These should make me harder to spot in jungle areas.,12,Jungle camo legs.png,10059,,8,True,Jungle camo legs,20,Jungle camo legs,,1200,1760559770,1200,1759730758,0.0
These should make me harder to spot in jungle areas.,28848,These should make me harder to spot in jungle areas.,12,Jungle camo legs.png,28848,,8,True,Jungle camo legs (equipped),20,Jungle camo legs (equipped),,,,,,
This should make me harder to spot in jungle areas.,10057,This should make me harder to spot in jungle areas.,12,Jungle camo top.png,10057,,8,True,Jungle camo top,20,Jungle camo top,,2010,1760561176,1825,1760561837,0.10136986301369863
This should make me harder to spot in jungle areas.,28845,This should make me harder to spot in jungle areas.,12,Jungle camo top.png,28845,,8,True,Jungle camo top (equipped),20,Jungle camo top (equipped),,,,,,
A mask resembling a visage of a Greater Jungle demon.,20032,A mask resembling a visage of a Greater Jungle demon.,2400,Jungle demon mask.png,20032,4,1600,True,Jungle demon mask,4000,Jungle demon mask,,14506,1760551600,16666,1760562157,-0.1296051842073683
"A set containing a Justiciar faceguard, Justiciar chestguard and Justiciar legguards.",22438,"A set containing a Justiciar faceguard, Justiciar chestguard and Justiciar legguards.",87000,Justiciar armour set.png,22438,5,58000,True,Justiciar armour set,145000,Justiciar armour set,,34345000,1760562794,34216802,1760561836,0.0037466388588857603
"A Justiciar's chestguard. They once roamed the land casting judgements on wrongdoers, their decisions were never questioned.",22327,"A Justiciar's chestguard. They once roamed the land casting judgements on wrongdoers, their decisions were never questioned.",3600000,Justiciar chestguard.png,22327,8,2400000,True,Justiciar chestguard,6000000,Justiciar chestguard,,12018686,1760563120,11775775,1760562592,0.02062802660546758
"A helm that once belonged to a Justiciar, a loyal zealot of Saradomin.",22326,"A helm that once belonged to a Justiciar, a loyal zealot of Saradomin.",1200000,Justiciar faceguard.png,22326,8,800000,True,Justiciar faceguard,2000000,Justiciar faceguard,,12394554,1760562402,12125000,1760562873,0.022231257731958762
A Justiciar's platelegs. Their once bright colours have since faded.,22328,A Justiciar's platelegs. Their once bright colours have since faded.,2700000,Justiciar legguards.png,22328,8,1800000,True,Justiciar legguards,4500000,Justiciar legguards,,9450000,1760563125,9342012,1760562747,0.01155939427181211
I can weave this to make sacks.,5931,I can weave this to make sacks.,3,Jute fibre.png,5931,13000,2,True,Jute fibre,6,Jute fibre,,1197,1760563278,1041,1760562805,0.14985590778097982
A jute plant seed - plant in a hops patch.,5306,A jute plant seed - plant in a hops patch.,3,Jute seed 5.png,5306,2000,2,True,Jute seed,5,Jute seed,,11,1760562961,10,1760563429,0.1
"A wide bodied and thin necked vessel, encrusted with sea salt.",3157,"A wide bodied and thin necked vessel, encrusted with sea salt.",3,Karambwan vessel.png,3157,15,2,True,Karambwan vessel,5,Karambwan vessel,,1853,1760563490,1598,1760558962,0.1595744680851064
This Karambwan Vessel is loaded with Karambwanji.,3159,This Karambwan Vessel is loaded with Karambwanji.,24,Karambwan vessel (baited).png,3159,15,16,True,Karambwan vessel (baited),40,Karambwan vessel (baited),,2514,1760563050,2189,1760559845,0.14846962083142987
Makes my face itch.,4595,Makes my face itch.,1,Karidian disguise.png,4595,15,1,True,Karidian disguise,1,Karidian disguise,,,,,,
"A set containing a Karil's coif, leatherskirt, leathertop and crossbow.",12883,"A set containing a Karil's coif, leatherskirt, leathertop and crossbow.",120000,Karil's armour set.png,12883,8,80000,True,Karil's armour set,200000,Karil's armour set,,1842449,1760562746,1728000,1760561779,0.06623206018518518
Karil the Tainted's coif.,4732,Karil the Tainted's coif.,7800,Karil's coif.png,4732,15,5200,True,Karil's coif,13000,Karil's coif,,89999,1760563427,86120,1760562430,0.04504180213655365
Karil the Tainted's coif.,4932,Karil the Tainted's coif.,7800,Karil's coif 0.png,4932,15,5200,True,Karil's coif 0,13000,Karil's coif 0,,31662,1760506024,31662,1760562124,0.0
Karil the Tainted's repeating crossbow.,4734,Karil the Tainted's repeating crossbow.,96000,Karil's crossbow.png,4734,15,64000,True,Karil's crossbow,160000,Karil's crossbow,,100452,1760562510,100452,1760562510,0.0
Karil the Tainted's repeating crossbow.,4938,Karil the Tainted's repeating crossbow.,96000,Karil's crossbow 0.png,4938,15,64000,True,Karil's crossbow 0,160000,Karil's crossbow 0,,95029,1760535983,95029,1760559860,0.0
Karil the Tainted's leather skirt.,4738,Karil the Tainted's leather skirt.,28200,Karil's leatherskirt.png,4738,15,18800,True,Karil's leatherskirt,47000,Karil's leatherskirt,,577924,1760563441,554071,1760563481,0.04305043938412225
Karil the Tainted's leather skirt.,4950,Karil the Tainted's leather skirt.,28200,Karil's leatherskirt 0.png,4950,15,18800,True,Karil's leatherskirt 0,47000,Karil's leatherskirt 0,,514876,1760551823,469999,1760563182,0.09548318187911038
Karil the Tainted's leather body armour.,4736,Karil the Tainted's leather body armour.,30000,Karil's leathertop.png,4736,15,20000,True,Karil's leathertop,50000,Karil's leathertop,,996516,1760563475,960428,1760562291,0.037574914517277715
Karil the Tainted's leather body armour.,4944,Karil the Tainted's leather body armour.,30000,Karil's leathertop 0.png,4944,15,20000,True,Karil's leathertop 0,50000,Karil's leathertop 0,,919353,1760502315,907395,1760563179,0.01317838427586663
Created by Hattori Hanzo in the Eastern Lands.,12357,Created by Hattori Hanzo in the Eastern Lands.,14400,Katana.png,12357,8,9600,True,Katana,24000,Katana,,54000,1760552233,38301,1760561967,0.4098848594031487
A meaty kebab.,1971,A meaty kebab.,1,Kebab.png,1971,6000,1,False,Kebab,3,Kebab,,48,1760563055,32,1760563074,0.5
"A mixture of chopped tomatoes, onions and ugthanki meat in a bowl.",1881,"A mixture of chopped tomatoes, onions and ugthanki meat in a bowl.",5,Kebab mix.png,1881,11000,3,True,Kebab mix,9,Kebab mix,,9000,1757437097,378,1760248030,22.80952380952381
Bolts made from the spikes of a prickly kebbit.,10158,Bolts made from the spikes of a prickly kebbit.,10,Kebbit bolts.png,10158,11000,7,True,Kebbit bolts,18,Kebbit bolts,,345,1760563164,280,1760562330,0.23214285714285715
More menacing when attached to the owner.,10113,More menacing when attached to the owner.,25,Kebbit claws.png,10113,10000,17,True,Kebbit claws,43,Kebbit claws,,400,1760511769,515,1760562219,-0.22330097087378642
These bone spikes are both very tough and very sharp.,10105,These bone spikes are both very tough and very sharp.,54,Kebbit spike.png,10105,10000,36,True,Kebbit spike,90,Kebbit spike,,2402,1760516468,2800,1760562214,-0.14214285714285715
A kebbit-sized set of dentures.,10109,A kebbit-sized set of dentures.,96,Kebbit teeth.png,10109,10000,64,True,Kebbit teeth,160,Kebbit teeth,,517,1760539954,514,1760563444,0.005836575875486381
Previously a kebbit-sized set of dentures.,10111,Previously a kebbit-sized set of dentures.,96,Kebbit teeth dust.png,10111,10000,64,True,Kebbit teeth dust,160,Kebbit teeth dust,,645,1760562324,713,1760558609,-0.09537166900420757
